"Current Phase","Phase III Date","Phase III Event Date","Phase II Date","Phase II Event Date","Phase I Date","Molecule","Route of Administration","Lead Company Name","Ticker","Drug Name","Disease Group","Indication Name","Target","Phase I Event Date"
"I",,,,,"01/21/2020","Peptide","Oral (PO)","Stealth BioTherapeutics Inc.","MITO","SBT-272","Neurology","Neurology - Other","Mitochondria","01/21/2020"
"Preclinical",,,,,,"Peptide","Oral (PO)","Creative Bio-Peptides, Inc.",,"RAP-103","Neurology","Neurology - Other","Chemokine Receptor 2 (CCR2),Chemokine Receptor 5 (CCR5)",
"Preclinical",,,,,,"Peptide","Oral (PO)","Neuren Pharmaceuticals Limited","NEU","NNZ-2591","Neurology","Neurology - Other","Unknown",
"Preclinical",,,,,,"Peptide","Oral (PO)","Creative Bio-Peptides, Inc.",,"RAP-103","Neurology","Neuropathic Pain","Chemokine Receptor 2 (CCR2),Chemokine Receptor 5 (CCR5)",
"Preclinical",,,,,,"Peptide","Oral (PO)","Longevity Biotech, Inc.",,"LBT-3627","Neurology","Parkinson's Disease (PD)","Vasoactive Intestinal Peptide (VIP) Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","Neuren Pharmaceuticals Limited","NEU","NNZ-2591","Neurology","Parkinson's Disease (PD)","Unknown",
"Preclinical",,,,,,"Peptide","Oral (PO)","Circle Pharma, Inc.",,"Macrocycle Modulator of CXCR7 Program (Circle/Pfizer)","Not Specified","Undisclosed","Chemokine (C-X-C motif) Receptor 7 (CXCR7)",
"Preclinical",,,,,,"Peptide","Oral (PO)","Ferring Pharmaceuticals",,"Peptelligence Program (Ferring/Enteris)","Not Specified","Undisclosed","Unknown",
"Suspended",,,,"02/18/2013",,"Peptide","Oral (PO)","Chiasma, Inc.","CHMA","Mycapssa","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors",
"Suspended",,,"09/03/2010","09/03/2010",,"Peptide","Oral (PO)","Enzo Biochem, Inc.","ENZ","Optiquel","Ophthalmology","Uveitis (Ophthalmology)",,"03/13/2007"
"III","07/01/2010","07/01/2010",,"09/02/2005",,"Peptide","Oral (PO)","Denovo Biopharma LLC",,"Pomaglumetad Methionil","Psychiatry","Schizophrenia","Metabotropic Glutamate Receptor subtype 2  (mGluR2),Metabotropic Glutamate Receptor subtype 3 (mGluR3)",
"Preclinical",,,,,,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-202","Respiratory","Acute Respiratory Failure, Acute Lung Injury (ALI), Acute Respiratory Distress Syndrome (ARDS)","Zonulin and zonulin receptor",
"Suspended",,,,"09/29/2009",,"Peptide","Oral (PO)","Botanix Pharmaceuticals Limited","BOT:AU","Capsitonin","Rheumatology (Non Autoimmune)","Osteoarthritis and Osteoarthritis Pain","Calcitonin Receptor",
"Suspended","05/24/2007","05/24/2007",,"12/12/2005",,"Peptide","Oral (PO)","Emisphere Technologies, Inc.","EMIS","Oral Salmon Calcitonin","Rheumatology (Non Autoimmune)","Osteoarthritis and Osteoarthritis Pain","Calcitonin Receptor",
"Approved in Europe",,,,,,"Peptide","Oral (PO)","Merck & Co., Inc.","MRK","Renormax","Cardiovascular","Hypertension (Systemic)","Angiotensin Converting Enzyme (ACE)",
"Approved (Generic Competition)",,,,,,"Peptide","Oral (PO)","AbbVie Inc.","ABBV","Gengraf","Autoimmune/immunology","Heart Transplant Rejection","Calcineurin phosphatase ",
"Approved (Generic Competition)",,,,,,"Peptide","Oral (PO)","AbbVie Inc.","ABBV","Gengraf","Autoimmune/immunology","Kidney Transplant Rejection","Calcineurin phosphatase ",
"Approved (Generic Competition)",,,,,,"Peptide","Oral (PO)","AbbVie Inc.","ABBV","Gengraf","Autoimmune/immunology","Liver Transplant Rejection","Calcineurin phosphatase ",
"Approved (Generic Competition)",,,,,,"Peptide","Oral (PO)","AbbVie Inc.","ABBV","Gengraf","Autoimmune/immunology","Psoriasis","Calcineurin phosphatase ",
"Approved (Generic Competition)",,,,,,"Peptide","Oral (PO)","AbbVie Inc.","ABBV","Gengraf","Autoimmune/immunology","Rheumatoid Arthritis (RA)","Calcineurin phosphatase ",
"Approved","01/06/2012","01/06/2012",,,,"Peptide","Oral (PO)","Chiasma, Inc.","CHMA","Mycapssa","Endocrine","Acromegaly","Somatostatin Receptors","06/14/2010"
"Approved","10/07/2011","10/07/2011","02/19/2010","03/19/2010",,"Peptide","Oral (PO)","Bausch Health Companies Inc.","BHC","Trulance","Gastroenterology (Non Inflammatory Bowel Disease)","Chronic Idiopathic Constipation","Guanylyl cyclase c Receptor","06/04/2008"
"Approved",,"09/16/2008",,"10/24/2006",,"Peptide","Oral (PO)","Ironwood Pharmaceuticals, Inc.","IRWD","Linzess","Gastroenterology (Non Inflammatory Bowel Disease)","Chronic Idiopathic Constipation","Guanylyl cyclase c Receptor","05/23/2006"
"Approved","02/16/2016","02/16/2016","12/02/2013","08/13/2013","12/21/2009","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","Rybelsus","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","01/13/2010"
"Approved",,,,,,"Peptide","Oral (PO)","AbbVie Inc.","ABBV","Norvir","Infectious Disease","HIV / AIDS","Cytochrome p450,HIV-1 protease (HIV PR)",
"Approved",,,,,,"Peptide","Oral (PO)","GlaxoSmithKline plc","GSK","Viracept","Infectious Disease","HIV / AIDS","HIV-1 protease (HIV PR)",
"Approved",,"01/29/1996",,,,"Peptide","Oral (PO)","Merck & Co., Inc.","MRK","Crixivan","Infectious Disease","HIV / AIDS","HIV-1 protease (HIV PR)",
"Approved",,,,,,"Peptide","Oral (PO)","Roche Holding AG","RHHBY","Invirase ","Infectious Disease","HIV / AIDS","HIV-1 protease (HIV PR)",
"Approved","12/18/2014","12/18/2014","12/27/2012","12/27/2012",,"Peptide","Oral (PO)","Bausch Health Companies Inc.","BHC","Trulance","Gastroenterology (Non Inflammatory Bowel Disease)","Irritable Bowel Syndrome (IBS)","Guanylyl cyclase c Receptor","06/04/2008"
"Approved","01/14/2009","01/14/2009",,"04/13/2007",,"Peptide","Oral (PO)","Ironwood Pharmaceuticals, Inc.","IRWD","Linzess","Gastroenterology (Non Inflammatory Bowel Disease)","Irritable Bowel Syndrome (IBS)","Guanylyl cyclase c Receptor","05/23/2006"
"Suspended",,,"03/08/2013","03/08/2013","10/10/2007","Peptide","Oral (PO), Intravenous (IV)","Zealand Pharma A/S","ZEAL","Danegaptide","Cardiovascular","Acute Coronary Syndrome (ACS)","Gap Junction","10/10/2007"
"Suspended",,,,"09/14/2010",,"Peptide","Oral (PO), Intravenous (IV), Subcutaneous (SQ)","Stealth BioTherapeutics Inc.","MITO","Elamipretide (Systemic Delivery)","Cardiovascular","Acute Coronary Syndrome (ACS)","Mitochondria,Reactive Oxygen Species/Free Radicals","05/17/2010"
"II/III","05/08/2017","05/08/2017","06/27/2016","06/27/2016","12/20/2012","Peptide","Oral (PO), Intravenous (IV), Subcutaneous (SQ)","Stealth BioTherapeutics Inc.","MITO","Elamipretide (Systemic Delivery)","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","Mitochondria,Reactive Oxygen Species/Free Radicals","12/20/2012"
"Suspended","11/06/2017","11/06/2017","06/19/2015","02/17/2015",,"Peptide","Oral (PO), Intravenous (IV), Subcutaneous (SQ)","Stealth BioTherapeutics Inc.","MITO","Elamipretide (Systemic Delivery)","Metabolic","Mitochondrial Respiratory-Chain Diseases","Mitochondria,Reactive Oxygen Species/Free Radicals",
"II",,,"03/28/2019","03/28/2019",,"Peptide","Oral (PO), Intravenous (IV), Subcutaneous (SQ)","Stealth BioTherapeutics Inc.","MITO","Elamipretide (Systemic Delivery)","Ophthalmology","Dry Age-Related Macular Degeneration (Dry AMD)/Geographic Atrophy (Ophthalmology)","Mitochondria,Reactive Oxygen Species/Free Radicals","07/25/2016"
"Suspended",,,,"10/14/2014",,"Peptide","Oral (PO), Intravenous (IV), Subcutaneous (SQ)","Stealth BioTherapeutics Inc.","MITO","Elamipretide (Systemic Delivery)","Orthopedics","Orthopedic Disorder","Mitochondria,Reactive Oxygen Species/Free Radicals",
"Suspended",,,"11/19/2012","11/01/2012",,"Peptide","Oral (PO), Intravenous (IV), Subcutaneous (SQ)","Stealth BioTherapeutics Inc.","MITO","Elamipretide (Systemic Delivery)","Renal","Renal Disease / Renal Failure","Mitochondria,Reactive Oxygen Species/Free Radicals",
"Suspended",,,,"12/03/2009",,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Autoimmune/immunology","Bone Marrow and Stem Cell Transplant - Graft vs. Host Disease (GVHD) Prophylaxis","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"Suspended",,,,,,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Cardiovascular","Peripheral Arterial Disease (PAD)","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"Suspended",,,,,,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Cardiovascular","Pulmonary Arterial Hypertension (PAH) and Pulmonary Hypertension (PH)","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"Investigator Initiated",,,,,,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Infectious Disease","COVID-19 Treatment","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"IND",,,,,,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Metabolic","Duchenne Muscular Dystrophy (DMD)","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"Preclinical",,,,,,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Metabolic","Epidermolysis Bullosa","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"Preclinical",,,,,,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Neurology","Ischemic Stroke","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)",
"Suspended",,,,,,"Peptide","Oral (PO), Subcutaneous (SQ)","Constant Therapeutics, LLC",,"TXA127","Oncology","Myelodysplastic Syndrome (MDS)","Angiotensin II Receptor Type 1 (AT1),Angiotensin II Receptor Type 2 (AT2)","06/28/2010"
"Suspended",,,,,,"Peptide","Oral (PO), Sublingual (SL)/Oral Transmucosal","Eastgate Biotech Corporation","ETBI","EGP-1214","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Suspended",,,,,,"Peptide","Rectal","Oramed Pharmaceuticals Inc.","ORMP","ORMD-0802","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","02/04/2009"
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Mymetics Corporation","MYMX","Virosomes Allergy Program (Anergis/Mymetics)","Allergy","Allergic Rhinitis","Immune System",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Autoimmune/immunology","Antineutrophil Cytoplasmic Antibodies (ANCA) Associated Vasculitis","Potassium channels","05/10/2016"
"II",,,"12/04/2019","10/10/2019",,"Peptide","Subcutaneous (SQ)","Ra Pharmaceuticals, Inc.","RARX","Zilucoplan","Autoimmune/immunology","Autoimmune Disorders","C5a Receptor,Complement Pathway",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Ra Pharmaceuticals, Inc.","RARX","Zilucoplan ER","Autoimmune/immunology","Complement Deficiencies / Abnormalities","C5a Receptor,Complement Pathway",
"Suspended",,,"10/07/2003","10/07/2003",,"Peptide","Subcutaneous (SQ)","Takeda Pharmaceutical Co. Ltd.","TAK","Gattex","Autoimmune/immunology","Crohn's Disease","GLP-2 Receptor",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","Zadaxin","Autoimmune/immunology","DiGeorge Syndrome","Immune System",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Autoimmune/immunology","Inflammatory Bowel Disease (IBD)","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)",
"Suspended",,,,,"02/03/2009","Peptide","Subcutaneous (SQ)","Zealand Pharma A/S","ZEAL","Glepaglutide","Autoimmune/immunology","Inflammatory Bowel Disease (IBD)","GLP-2 Receptor","02/03/2009"
"Suspended",,,,"12/22/2008",,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","SCV-07","Autoimmune/immunology","Mucositis","STAT3 Transcription Factor",
"III","10/02/2019","10/02/2019","10/18/2017","10/11/2017","12/02/2015","Peptide","Subcutaneous (SQ)","Ra Pharmaceuticals, Inc.","RARX","Zilucoplan","Autoimmune/immunology","Myasthenia Gravis (MG)","C5a Receptor,Complement Pathway","12/02/2015"
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Ra Pharmaceuticals, Inc.","RARX","RA101348","Autoimmune/immunology","Paroxysmal Nocturnal Hemoglobinuria (PNH)","Complement Pathway",
"Program Hold",,,"04/26/2017","03/08/2017","12/02/2015","Peptide","Subcutaneous (SQ)","Ra Pharmaceuticals, Inc.","RARX","Zilucoplan","Autoimmune/immunology","Paroxysmal Nocturnal Hemoglobinuria (PNH)","C5a Receptor,Complement Pathway","12/02/2015"
"Suspended",,,,,"10/14/2014","Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Autoimmune/immunology","Psoriasis","Potassium channels","10/14/2014"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Autoimmune/immunology","Psoriatic Arthritis (PA)","Potassium channels","08/21/2012"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Autoimmune/immunology","Rheumatoid Arthritis (RA)","Potassium channels","05/10/2016"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Eton Pharmaceuticals, Inc.","ETON","CT-100","Autoimmune/immunology","Rheumatoid Arthritis (RA)","Corticotropin / Adrenocorticotropic Hormone (ACTH),Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)","05/09/2017"
"Suspended",,,"12/01/2008","09/27/2010",,"Peptide","Subcutaneous (SQ)","Daval International Limited",,"Aimspro","Autoimmune/immunology","Scleroderma","Unknown",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","XTL Biopharmaceuticals Ltd.","XTLB","hCDR1","Autoimmune/immunology","Sjogren's Syndrome","Immune System",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Autoimmune/immunology","Sporadic Inclusion Body Myositis (sIBM)","Potassium channels",
"II",,,"10/01/2005","10/01/2005",,"Peptide","Subcutaneous (SQ)","XTL Biopharmaceuticals Ltd.","XTLB","hCDR1","Autoimmune/immunology","Systemic Lupus Erythematosus (SLE)","Immune System",
"III","03/02/2011","03/02/2011","07/05/2006","07/05/2006",,"Peptide","Subcutaneous (SQ)","Avion Pharmaceuticals, LLC",,"Lupuzor","Autoimmune/immunology","Systemic Lupus Erythematosus (SLE)","T lymphocytes","05/10/2006"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Autoimmune/immunology","Systemic Lupus Erythematosus (SLE)","Potassium channels","05/10/2016"
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Promore Pharma AB","PROMO","PXL-01","Autoimmune/immunology","Wound Healing","Lactoferrin Receptor",
"II",,,,"12/15/2020",,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Tirzepatide","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","GIP Receptor (GIPR)/Glucose-Dependent Insulinotropic Polypeptide Receptor,GLP-1 Receptor",
"II",,,,"09/22/2008","10/31/2007","Peptide","Subcutaneous (SQ)","Palatin Technologies, Inc.","PTN","PL-3994","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","Natriuretic Peptide Receptors","10/31/2007"
"Investigator Initiated",,,"10/16/2013",,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Victoza","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","GLP-1 Receptor",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ)","Antlia Bioscience, Inc.",,"LANA-CF","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","Unknown",
"Suspended",,,,"12/27/2002",,"Peptide","Subcutaneous (SQ)","Bristol Myers Squibb Company","BMY","AC2592","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","GLP-1 Receptor",
"Suspended",,,,"09/30/2010",,"Peptide","Subcutaneous (SQ)","GlaxoSmithKline plc","GSK","Tanzeum","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","GLP-1 Receptor",
"Suspended","12/02/2013","12/02/2013",,,,"Peptide","Subcutaneous (SQ)","Takeda Pharmaceutical Co. Ltd.","TAK","Firazyr","Cardiovascular","Drug-induced Angioedema","Bradykinin B2 Receptor","02/17/2003"
"I",,,,,"11/01/2019","Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","NN6434","Cardiovascular","Dyslipidemia / Hypercholesterolemia","Proprotein Convertase Subtilisin/Kexin Type 9 (PCSK9)","08/20/2019"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Pegilodecakin","Cardiovascular","Dyslipidemia / Hypercholesterolemia","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)",
"Program Hold",,,"05/20/2008","05/20/2008",,"Peptide","Subcutaneous (SQ)","Palatin Technologies, Inc.","PTN","PL-3994","Cardiovascular","Hypertension (Systemic)","Natriuretic Peptide Receptors","02/11/2008"
"NDA","12/12/2016","12/12/2016","01/13/2014","01/13/2014",,"Peptide","Subcutaneous (SQ)","BioMarin Pharmaceutical Inc.","BMRN","Vosoritide","Endocrine","Achondroplasia","Natriuretic Peptide Receptors","01/03/2012"
"I",,,,,,"Peptide","Subcutaneous (SQ)","Enesi Pharma Limited",,"Glide Octreotide","Endocrine","Acromegaly","Somatostatin Receptors","05/19/2016"
"III","07/18/2019","07/18/2019",,,,"Peptide","Subcutaneous (SQ)","Novartis AG","NVS","CAM2029","Endocrine","Acromegaly","Somatostatin Receptors",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Italfarmaco S.p.A.",,"ITF-2984","Endocrine","Acromegaly","Somatostatin Receptors",
"Suspended",,,,,"05/21/2018","Peptide","Subcutaneous (SQ)","Midatech Pharma PLC","MTPH","Q-Octreotide","Endocrine","Acromegaly","Somatostatin Receptors","05/21/2018"
"I",,,,,"03/20/2019","Peptide","Subcutaneous (SQ)","Arecor Ltd.",,"AT247","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","03/20/2019"
"I",,,,,"02/25/2016","Peptide","Subcutaneous (SQ)","Gan & Lee Pharmaceuticals",,"Basalin","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","02/25/2016"
"I",,,,,"06/05/2019","Peptide","Subcutaneous (SQ)","Lannett Company, Inc.","LCI","Biosimilar Insulin Glargine (Lannett/HEC)","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","04/22/2016"
"I",,,,,"10/01/2012","Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Insulin icodec","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","11/20/2012"
"I",,,,,"06/30/2019","Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Insulin965","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","06/30/2019"
"I/II",,,,"11/13/2013",,"Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","BioChaperone Combo","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"I/II",,,,"11/30/2019","06/01/2017","Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","BioChaperone Glucagon","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","06/01/2017"
"I/II",,,,"11/30/2019","08/24/2015","Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","BioChaperone Lispro U200","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","08/24/2015"
"II",,,"07/07/2016","06/07/2016",,"Peptide","Subcutaneous (SQ)","Diasome Pharmaceuticals",,"HDV-L","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"II",,,,"01/06/2014",,"Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","BioChaperone Lispro U100","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"II",,,"07/06/2020","07/06/2020",,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","LY3209590","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"III","08/02/2017","08/02/2017",,,,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","SAR341402","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","02/08/2017"
"III",,"11/01/2018",,,,"Peptide","Subcutaneous (SQ)","Viatris Inc.","VTRS","Biosimilar Insulin Aspart (Mylan/Biocon)","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","04/11/2018"
"Investigator Initiated",,,,,,"Peptide","Subcutaneous (SQ)","Zealand Pharma A/S","ZEAL","Dasiglucagon","Endocrine","Diabetes Mellitus, Type I","Glucagon Receptor",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Kineta, Inc.",,"Dalazatide","Endocrine","Diabetes Mellitus, Type I","Potassium channels","05/10/2016"
"Suspended",,,,"06/10/2008",,"Peptide","Subcutaneous (SQ)","Diasome Pharmaceuticals",,"HDV-B","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Suspended",,,"07/07/2016","05/20/2008",,"Peptide","Subcutaneous (SQ)","Diasome Pharmaceuticals",,"HDV-I","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","Biochaperone Lispro Exenatide","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","BioChaperone Lispro U300","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Suspended",,,,"06/24/2011",,"Peptide","Subcutaneous (SQ)","Adocia","ADOC:FP","HinsBet","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","03/15/2011"
"Suspended",,,,"01/13/2004",,"Peptide","Subcutaneous (SQ)","AstraZeneca PLC","AZN","Byetta","Endocrine","Diabetes Mellitus, Type I","GLP-1 Receptor",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ)","Boston Therapeutics, Inc.","BTHE","HIP2B","Endocrine","Diabetes Mellitus, Type I","Human proIslet Peptide (HIP) Receptor","07/11/2012"
"Suspended",,,"10/31/2014","10/31/2014",,"Peptide","Subcutaneous (SQ)","GlaxoSmithKline plc","GSK","Tanzeum","Endocrine","Diabetes Mellitus, Type I","GLP-1 Receptor",
"Suspended",,,,"11/03/2008",,"Peptide","Subcutaneous (SQ)","Halozyme Therapeutics, Inc.","HALO","Analog Insulin-PH20","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","06/09/2008"
